@relation fri_c2_1000_50

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute oz33 numeric
@attribute oz34 numeric
@attribute oz35 numeric
@attribute oz36 numeric
@attribute oz37 numeric
@attribute oz38 numeric
@attribute oz39 numeric
@attribute oz40 numeric
@attribute oz41 numeric
@attribute oz42 numeric
@attribute oz43 numeric
@attribute oz44 numeric
@attribute oz45 numeric
@attribute oz46 numeric
@attribute oz47 numeric
@attribute oz48 numeric
@attribute oz49 numeric
@attribute oz50 numeric
@attribute binaryClass {P,N}

@data
0.394484,0.228851,0.819326,0.736256,1.122082,-1.694205,1.011057,0.748966,1.517863,-0.867673,1.109034,0.205022,-1.410703,1.495523,0.256463,-0.81582,-1.038024,-0.544703,-1.691521,0.242499,1.04848,-0.186574,-1.295432,0.4223,-1.35409,-1.021015,1.197406,-0.374008,0.108591,0.207858,1.541815,-0.678609,-0.777082,1.197392,0.034644,-1.026966,1.229771,1.100481,-0.016448,1.676725,-0.651368,-1.302264,0.345517,0.015623,0.04517,-1.515454,-1.673317,1.647084,-1.582823,-1.195876,P
-1.132571,-0.2489,0.088453,0.597629,-0.257525,1.047107,0.756083,-1.404207,-0.544531,-1.278605,0.219879,1.19697,-1.208373,1.611312,-0.716759,-1.343657,-1.5263,0.542865,-0.691909,0.296563,-0.077596,1.261703,-1.054116,1.498159,-0.632093,1.079203,0.262816,-1.343015,1.133471,0.211115,1.538562,0.697455,0.332463,-0.526054,-1.547778,1.262246,-0.60695,0.541653,-1.196024,-1.53614,-0.925282,-0.870523,-1.415515,1.345775,-0.374809,-1.313712,0.23877,-0.230694,1.69175,-1.484578,N
-0.447187,-1.072521,-0.202552,0.768116,0.249718,-1.105901,0.822968,-1.232467,1.14626,1.557411,-0.240815,-1.08196,0.385066,-1.66606,1.333457,-0.019899,1.597928,-1.330385,0.562761,-0.404487,-0.966834,1.644827,-0.214088,0.034128,1.174143,-0.283366,-0.515695,-1.394918,-0.573991,-0.066825,0.113908,-0.557418,0.291175,1.496228,0.802969,1.248648,-1.393262,1.671998,-1.344703,0.564372,-1.294885,1.345849,-0.984086,0.909948,-0.578233,-0.795635,0.087014,1.452083,-0.194271,-1.552952,N
-0.92843,-1.522924,-1.341239,0.348373,0.073034,-1.318308,-0.725816,0.556352,-0.717181,0.317323,-0.278669,-0.448211,-0.729558,-0.747469,-0.962869,-1.427644,-0.844704,-0.668175,-0.910903,0.170281,1.651405,1.119596,-0.832058,-1.165299,-1.432889,0.950183,-1.463189,-0.658328,1.402452,1.578932,0.614858,-1.646898,-0.705526,-0.584818,-1.643285,-1.480736,0.449246,0.627095,0.766571,-0.036785,0.906942,1.202865,-0.481972,1.282994,-1.524196,0.214945,1.075181,0.924991,0.982829,-0.525127,N
0.016911,0.744078,0.540809,-0.285062,1.472197,-1.136816,0.700229,0.190611,0.726924,0.467469,-1.178577,-1.578851,1.675675,1.235987,-1.329823,-1.290284,-0.58493,-0.262682,-0.21314,-0.055019,0.167485,1.136871,1.389753,-0.427938,-0.28226,-1.132558,-0.859652,-0.800381,-0.8894,0.490438,0.620408,-0.098791,-1.423663,-0.987897,-0.019868,-0.952798,-1.009828,1.016337,-1.427444,-0.776976,-1.621751,-1.325212,0.397291,-1.039947,-0.268399,1.038626,1.413627,1.185004,-0.471885,-0.469679,P
1.820374,1.616617,0.807233,0.018269,-0.971451,-0.325519,1.422213,-0.065989,0.37339,-0.703925,0.655448,0.295709,-0.108418,0.29848,-0.496272,0.67351,0.233956,-1.075255,-0.164523,-1.597236,-0.525778,1.028638,1.090949,-0.170314,-0.394822,-0.047092,1.653679,1.471124,1.465755,-1.220449,-0.881573,0.326629,-1.623355,-0.058182,1.032559,0.690711,0.848297,0.975591,1.063576,1.482694,-0.677442,1.007748,1.229997,0.057652,-0.12639,-0.640443,-0.327853,-1.218561,-1.071016,0.403836,N
-0.534388,-1.072111,-0.888533,-0.07154,-0.184141,0.150246,-1.617995,1.390418,1.49042,-0.482636,-1.725082,-0.68485,-0.566552,0.725106,1.557883,0.196581,-0.323979,-0.601905,-0.755285,-1.458147,-0.479123,1.373537,0.495472,0.1982,1.563789,1.124545,0.598634,0.902825,1.562915,-0.287636,-0.068666,1.490297,-1.533925,-1.404856,-0.566432,-1.02863,1.351662,-1.026689,-1.150495,-0.374558,0.727269,-1.147706,0.668263,-0.5347,-0.392653,-0.477512,-0.955265,0.669163,0.86518,-1.464907,N
0.284797,1.286073,2.131363,1.123828,-0.223357,0.828417,1.564994,0.923762,-0.689623,-0.76498,-0.481254,-0.821657,0.889956,-1.614117,0.573905,0.475239,0.8239,0.580284,-0.701316,1.599011,-0.32675,-0.180938,-0.296167,-1.174895,0.339079,1.631378,-0.09043,1.206152,-0.459929,1.373253,-1.575998,-0.964717,-0.17402,-0.644272,1.529047,-0.292913,-0.643858,1.046703,1.094568,0.217072,-0.748252,0.093019,0.270213,1.5888,1.53954,0.988617,0.59534,-0.152249,0.956754,1.588339,P
-0.071665,0.657184,1.163914,0.578077,-0.188737,1.051205,0.597406,0.602944,-1.558437,1.542109,-0.355367,0.745308,1.071231,-0.290045,-1.715864,-0.700792,-1.269793,1.441254,-0.41912,0.048068,1.18142,0.049107,0.33643,0.547126,0.418742,1.467893,0.090748,-0.534676,0.707047,-1.683022,0.094422,-0.376654,-1.482968,1.254139,-0.349422,1.089694,1.569374,-1.46763,0.59486,1.65531,0.557286,-1.544556,1.268226,1.613002,1.475748,-1.027637,0.21113,-1.152677,-0.819977,0.218128,P
-1.931358,-1.600002,-1.067953,1.137751,-0.67057,1.775241,1.496245,1.594162,0.935191,0.748883,0.368745,0.064988,0.738232,-1.137225,-0.471336,1.263344,1.266377,-0.474875,1.686908,1.38104,0.197168,0.039997,-1.603663,0.783834,0.596195,-0.732133,-0.639839,-0.0496,-0.989114,1.500971,-0.026209,-1.584248,-1.071358,1.407189,0.135615,1.14261,-1.603004,1.236543,0.157727,1.462,-1.785423,-0.199212,-1.643985,0.961871,0.9533,1.343246,0.87008,0.222705,1.678322,-0.329512,N
-0.823469,-1.355557,-0.729023,1.439028,0.159172,1.465906,-0.096526,1.202678,-0.351442,-0.489124,1.256747,-0.624605,-1.141165,0.782521,-0.69066,0.911432,-1.416441,1.484984,-1.492482,-1.414608,-1.236658,-1.548661,-0.065214,0.579339,-1.073396,-1.511545,-1.443742,1.652251,0.43047,-1.449577,0.350945,-0.875927,1.097858,1.159017,-0.001979,-0.536346,0.768343,-0.871115,1.181395,-1.474797,-1.085909,0.296045,0.758048,-0.700626,-0.347504,-0.916408,-0.761811,0.334642,0.980624,-0.55053,N
-0.12604,-0.322996,0.919101,1.322556,-0.741323,-0.820677,-1.499283,1.415266,-1.66364,-1.141428,1.259104,1.098216,-1.101169,0.896218,-0.618148,0.653565,0.269152,-0.346515,-0.313019,0.471996,-0.226238,-0.855503,-1.088064,-1.079403,1.270266,1.772764,-0.656688,1.326942,0.444013,-0.28852,-0.671719,-0.525004,-0.728172,-0.182029,-1.210304,1.572758,-1.084972,-0.898327,0.448543,1.193319,-0.883674,-0.419864,-1.684002,-0.28382,-0.374543,-0.759353,1.727398,-1.641756,0.438934,1.148524,N
0.332004,0.17589,-1.340714,-1.133172,-1.546838,1.447342,-0.650325,0.116297,0.56462,1.171763,-0.848111,0.315572,1.461851,-0.971278,-0.011165,-0.844865,0.715374,-0.771013,-1.133525,0.787176,1.252914,0.156413,-1.423757,1.313469,-0.807652,0.374346,-1.036735,-1.103348,-1.022645,-0.996398,0.735438,-0.86387,1.513013,-0.255356,0.033272,-0.395571,0.197001,0.018167,0.076957,0.311218,-1.042011,0.138001,0.536115,1.640204,-1.431697,-1.473978,0.273355,0.722742,-0.865328,-1.334945,P
-0.976113,-1.464873,-1.212825,-1.393072,-0.581563,-0.149632,-0.446755,1.526949,-1.617437,-0.127656,-1.123912,0.393037,1.328777,-1.088867,0.27209,1.507214,-1.723094,0.769943,0.313757,0.182302,-1.519465,1.269538,0.027083,-0.976933,-0.326607,1.611616,0.828881,1.366121,-0.586429,0.757302,1.494916,-0.97804,0.101149,-0.808038,0.796907,-0.246647,0.580069,1.406727,1.000299,0.896063,0.095262,1.424409,-0.023494,1.117093,-1.526755,-0.700182,-0.550756,1.626102,0.581828,0.928158,P
-0.806765,-0.664248,-0.017945,0.967449,-0.943376,1.551237,-1.417978,0.267396,1.719678,1.647573,-0.471508,0.69586,-0.804436,-1.056731,0.154257,0.317241,1.742681,-0.300619,0.319666,-1.326408,-1.197557,-1.121347,-1.651769,1.421301,-0.485801,-0.111173,-0.363708,0.752081,0.278083,1.340535,0.707011,0.179969,1.247046,0.163396,-1.027524,1.015196,0.421228,-0.272061,-0.03261,-0.257113,1.417678,0.370069,-1.535042,0.451094,0.231061,0.100012,1.074327,-0.438337,1.319351,-0.393189,N
