833,0
833,1
833,2
833,3
833,4
833,5
833,6
833,7
833,8
833,9
833,10
833,11
833,12
833,13
833,14
833,15
833,16
833,17
833,18
833,19
833,20
833,21
833,22
833,23
833,24
833,25
833,26
833,27
833,28
833,29
833,30
833,31
1004,1
1004,2
1004,3
1004,4
1004,5
1004,6
1004,7
1004,8
1004,9
1004,10
1004,11
1004,12
1004,13
1004,14
1004,15
1004,16
1004,17
1004,18
1004,19
1004,20
1004,21
1004,22
1004,23
1004,24
1004,25
1004,26
1004,27
1004,28
1004,29
1004,30
1004,31
1004,32
1004,33
1004,34
1004,35
1004,36
1004,37
1004,38
1004,39
1004,40
1004,41
1004,42
1004,43
1004,44
1004,45
1004,46
1004,47
1004,48
1004,49
1004,50
1004,51
1004,52
1004,53
1004,54
1004,55
1004,56
1004,57
1004,58
1004,59
1004,60
1494,0
1494,1
1494,2
1494,3
1494,4
1494,5
1494,6
1494,7
1494,8
1494,9
1494,10
1494,11
1494,12
1494,13
1494,14
1494,15
1494,16
1494,17
1494,18
1494,19
1494,20
1494,21
1494,22
1494,23
1494,24
1494,25
1494,26
1494,27
1494,28
1494,29
1494,30
1494,31
1494,32
1494,33
1494,34
1494,35
1494,36
1494,37
1494,38
1494,39
1494,40
971,0
971,1
971,2
971,3
971,4
971,5
971,6
971,7
971,8
971,9
971,10
971,11
971,12
971,13
971,14
971,15
971,16
971,17
971,18
971,19
971,20
971,21
971,22
971,23
971,24
971,25
971,26
971,27
971,28
971,29
971,30
971,31
971,32
971,33
971,34
971,35
971,36
971,37
971,38
971,39
971,40
971,41
971,42
971,43
971,44
971,45
971,46
971,47
971,48
971,49
971,50
971,51
971,52
971,53
971,54
971,55
971,56
971,57
971,58
971,59
971,60
971,61
971,62
971,63
971,64
971,65
971,66
971,67
971,68
971,69
971,70
971,71
971,72
971,73
971,74
971,75
727,0
727,1
727,2
727,3
727,4
727,5
727,6
727,7
727,8
727,9
847,0
847,1
847,2
847,3
847,4
847,5
847,6
847,7
847,8
847,9
847,10
847,11
847,12
847,13
807,0
807,1
807,2
807,3
807,4
807,5
807,6
807,7
1570,0
1570,1
1570,2
1570,3
1570,4
734,0
734,1
734,2
734,3
734,4
734,5
734,6
734,7
734,8
734,9
734,10
734,11
734,12
734,13
734,14
734,15
734,16
734,17
734,18
734,19
734,20
734,21
734,22
734,23
734,24
734,25
734,26
734,27
734,28
734,29
734,30
734,31
734,32
734,33
734,34
734,35
734,36
734,37
734,38
734,39
912,0
912,1
912,2
912,3
912,4
40701,0
40701,1
40701,3
40701,6
40701,7
40701,8
40701,9
40701,10
40701,11
40701,12
40701,13
40701,14
40701,15
40701,16
40701,17
40701,18
827,0
827,1
827,2
1487,0
1487,1
1487,2
1487,3
1487,4
1487,5
1487,6
1487,7
1487,8
1487,9
1487,10
1487,11
1487,12
1487,13
1487,14
1487,15
1487,16
1487,17
1487,18
1487,19
1487,20
1487,21
1487,22
1487,23
1487,24
1487,25
1487,26
1487,27
1487,28
1487,29
1487,30
1487,31
1487,32
1487,33
1487,34
1487,35
1487,36
1487,37
1487,38
1487,39
1487,40
1487,41
1487,42
1487,43
1487,44
1487,45
1487,46
1487,47
1487,48
1487,49
1487,50
1487,51
1487,52
1487,53
1487,54
1487,55
1487,56
1487,57
1487,58
1487,59
1487,60
1487,61
1487,62
1487,63
1487,64
1487,65
1487,66
1487,67
1487,68
1487,69
1487,70
1487,71
717,0
717,1
717,2
717,3
717,4
717,5
717,6
717,7
717,8
717,9
1056,0
1056,1
1056,2
1056,3
1056,4
1056,5
1056,6
1056,7
1056,8
1056,9
1056,10
1056,11
1056,12
1056,13
1056,14
1056,15
1056,16
1056,17
1056,18
1056,19
1056,20
1056,21
1056,22
1056,23
1056,24
1056,25
1056,26
1056,27
1056,28
1056,29
1056,30
1056,31
1056,32
1056,33
1056,34
1056,35
1056,36
1056,37
312,0
312,1
312,2
312,3
312,4
312,5
312,6
312,7
312,8
312,9
312,10
312,11
312,12
312,13
312,14
312,15
312,16
312,17
312,18
312,19
312,20
312,21
312,22
312,23
312,24
312,25
312,26
312,27
312,28
312,29
312,30
312,31
312,32
312,33
312,34
312,35
312,36
312,37
312,38
312,39
312,40
312,41
312,42
312,43
312,44
312,45
312,46
312,47
312,48
312,49
312,50
